data|ExistingDMD (rank=5)|CenteredDMD d=50 e=.99 rmax=20|UnitCircleDMD d=50 e=.99 rmax=20|UnitCircleDMD d=100 e=.99 rmax=40|HAVOK d=100 r=11|HAVOK d=200 r=25
908.0|796.784|951.007|1024.568|1032.472|932.386|956.281
931.0|788.576|950.918|1032.498|1061.583|935.081|960.427
965.0|781.585|950.719|1031.912|1089.084|939.003|964.594
992.0|776.522|950.437|1024.809|1118.665|943.733|967.759
1015.0|773.909|950.105|1013.857|1151.173|948.951|969.163
1032.0|774.023|949.761|1001.656|1182.855|954.401|968.4
1018.0|776.868|949.444|990.163|1205.652|959.851|965.487
1006.0|782.174|949.189|980.39|1209.617|965.015|960.853
974.0|789.421|949.025|972.404|1186.693|969.602|955.254
943.0|797.891|948.973|965.574|1134.427|973.412|949.647
920.0|806.739|949.041|958.956|1058.126|976.216|945.044
904.0|815.076|949.225|951.691|970.437|977.803|942.349
869.0|822.061|949.508|943.325|888.251|978.02|942.222
836.0|826.983|949.859|933.99|827.857|976.84|944.975
825.0|829.338|950.238|924.418|799.951|974.311|950.477
810.0|828.874|950.602|915.816|806.263|970.43|958.203
804.0|825.625|950.91|909.628|839.047|965.409|967.29
806.0|819.903|951.13|907.236|883.67|959.592|976.649
816.0|812.273|951.245|909.654|923.466|953.441|985.118
833.0|803.495|951.25|917.273|945.206|947.487|991.638
860.0|794.448|951.158|929.701|943.298|942.184|995.391
893.0|786.042|950.991|945.747|921.324|937.985|995.938
914.0|779.129|950.776|963.573|890.439|935.325|993.252
947.0|774.412|950.54|980.973|865.279|934.497|987.717
967.0|772.379|950.309|995.751|858.846|935.565|980.075
994.0|773.248|950.102|1006.087|878.174|938.493|971.328
1021.0|776.946|949.935|1010.818|922.175|943.065|962.598
1034.0|783.115|949.821|1009.556|982.27|948.903|954.985
1024.0|791.145|949.769|1002.624|1045.401|955.549|949.416
1019.0|800.236|949.787|990.856|1098.211|962.49|946.541
1007.0|809.477|949.877|975.343|1130.887|969.073|946.658
974.0|817.938|950.038|957.228|1139.408|974.63|949.692
957.0|824.763|950.257|937.634|1125.645|978.567|955.225
937.0|829.257|950.514|917.741|1095.56|980.365|962.552
919.0|830.957|950.782|898.961|1056.45|979.792|970.807
889.0|829.68|951.03|883.101|1014.408|976.728|979.052
851.0|825.542|951.23|872.373|972.951|971.482|986.404
830.0|818.948|951.358|869.165|933.186|964.46|992.1
816.0|810.553|951.404|875.567|895.22|956.326|995.606
806.0|801.197|951.369|892.734|860.003|947.795|996.65
805.0|791.82|951.265|920.269|830.649|939.82|995.218
821.0|783.368|951.114|955.853|812.541|933.384|991.538
852.0|776.699|950.94|995.288|812.056|929.295|986.026
884.0|772.492|950.766|1033.026|834.328|928.157|979.213
906.0|771.184|950.612|1063.13|880.898|930.253|971.681
931.0|772.918|950.493|1080.456|948.163|935.562|964.016
953.0|777.533|950.419|1081.775|1027.318|943.577|956.719
973.0|784.575|950.392|1066.538|1105.921|953.482|950.199
991.0|793.343|950.414|1037.09|1170.695|964.221|944.768
1008.0|802.961|950.482|998.261|1210.743|974.569|940.655
1009.0|812.462|950.592|956.43|1220.228|983.351|938.018
1003.0|820.887|950.734|918.285|1199.72|989.625|936.972
972.0|827.383|950.897|889.587|1155.873|992.705|937.599
950.0|831.288|951.069|874.193|1099.539|992.179|939.956
933.0|832.198|951.233|873.536|1042.9|987.968|944.035
916.0|830.011|951.374|886.616|996.425|980.461|949.764
901.0|824.937|951.481|910.44|966.456|970.406|956.969
888.0|817.479|951.545|940.748|954.021|958.821|965.361
871.0|808.381|951.562|972.831|955.093|946.879|974.51
847.0|798.557|951.535|1002.271|962.145|935.823|983.825
821.0|788.996|951.467|1025.497|966.526|926.788|992.571
813.0|780.664|951.369|1040.1|960.993|920.537|999.93
803.0|774.408|951.25|1044.935|941.761|917.481|1005.099
802.0|770.867|951.123|1040.057|909.549|917.669|1007.371
807.0|770.409|951.002|1026.551|869.404|920.889|1006.24
824.0|773.089|950.9|1006.3|829.408|926.555|1001.495
858.0|778.649|950.831|981.732|798.646|933.965|993.305
897.0|786.536|950.805|955.545|784.999|942.211|982.214
930.0|795.964|950.831|930.447|793.362|950.379|969.125
957.0|805.985|950.909|908.911|824.723|957.671|955.215
974.0|815.59|951.036|892.967|876.252|963.406|941.827
989.0|823.809|951.199|884.052|942.272|967.219|930.328
993.0|829.808|951.381|882.908|1015.672|968.866|921.958
992.0|832.975|951.56|889.538|1089.268|968.468|917.702
987.0|832.983|951.717|903.197|1156.663|966.354|918.142
978.0|829.822|951.834|922.416|1212.47|963.074|923.389
963.0|823.802|951.904|945.077|1252.003|959.223|933.056
945.0|815.525|951.921|968.539|1270.872|955.415|946.288
928.0|805.82|951.891|989.878|1264.936|952.166|961.853
900.0|795.664|951.823|1006.22|1230.935|949.822|978.253
870.0|786.082|951.728|1015.183|1167.785|948.589|993.868
848.0|778.044|951.617|1015.323|1078.122|948.416|1007.128
827.0|772.366|951.503|1006.519|969.437|949.117|1016.7
822.0|769.63|951.396|990.136|854.092|950.432|1021.62
820.0|770.119|951.305|968.9|747.841|952.016|1021.403
838.0|773.793|951.239|946.446|666.962|953.557|1016.089
859.0|780.29|951.206|926.597|624.661|954.751|1006.224
872.0|788.961|951.214|912.554|627.806|955.494|992.785
895.0|798.936|951.265|906.185|675.042|955.806|977.072
924.0|809.212|951.36|907.624|756.987|955.728|960.565
956.0|818.752|951.491|915.31|858.561|955.377|944.778
994.0|826.591|951.648|926.477|962.75|954.958|931.105
1015.0|831.934|951.813|937.963|1054.64|954.641|920.703
1025.0|834.235|951.968|947.12|1124.442|954.565|914.415
1031.0|833.258|952.097|952.547|1168.597|954.791|912.661
1026.0|829.092|952.186|954.445|1188.789|955.259|915.48
1005.0|822.154|952.226|954.471|1189.438|955.882|922.529
995.0|813.138|952.217|955.149|1174.83|956.47|933.146
980.0|802.951|952.165|959.01|1147.108|956.746|946.411
965.0|792.622|952.08|967.723|1105.954|956.596|961.248
955.0|783.193|951.974|981.478|1050.066|955.838|976.507
944.0|775.62|951.863|998.8|979.695|954.396|991.048
934.0|770.672|951.759|1016.834|899.025|952.348|1003.803
916.0|768.855|951.674|1032.021|817.139|949.847|1013.849
880.0|770.358|951.618|1040.951|746.851|947.161|1020.472
837.0|775.038|951.595|1041.176|701.524|944.575|1023.179
825.0|782.427|951.61|1031.764|690.878|942.389|1021.723
814.0|791.784|951.66|1013.482|717.321|940.847|1016.133
807.0|802.168|951.742|988.601|774.272|940.308|1006.736
805.0|812.533|951.848|960.42|847.335|940.957|994.131
815.0|821.831|951.967|932.641|918.17|942.913|979.168
842.0|829.122|952.087|908.761|969.887|946.105|962.908
882.0|833.667|952.198|891.596|992.207|950.349|946.557
910.0|835.002|952.29|882.982|984.609|955.409|931.38
960.0|832.99|952.355|883.67|956.345|960.869|918.618
1016.0|827.827|952.392|893.357|923.284|966.208|909.361
1053.0|820.032|952.399|910.819|902.621|970.864|904.457
1068.0|810.39|952.381|934.092|907.234|974.353|904.407
1060.0|799.873|952.342|960.677|941.548|976.202|909.275
1060.0|789.542|952.287|987.764|1000.254|976.074|918.683
1051.0|780.443|952.224|1012.478|1070.173|973.739|931.836
1024.0|773.497|952.159|1032.126|1134.519|969.362|947.589
1001.0|769.41|952.098|1044.441|1178.042|963.307|964.556
982.0|768.598|952.049|1047.801|1191.308|956.052|981.201
968.0|771.148|952.019|1041.406|1172.832|948.272|996.016
945.0|776.807|952.013|1025.386|1128.559|940.713|1007.673
929.0|785.007|952.034|1000.862|1069.182|934.166|1015.143
912.0|794.924|952.082|969.924|1006.443|929.245|1017.798
882.0|805.557|952.154|935.544|949.794|926.396|1015.478
844.0|815.833|952.243|901.387|904.508|925.909|1008.499
820.0|824.715|952.34|871.501|871.637|927.791|997.631
811.0|831.304|952.433|849.877|849.507|931.705|984.007
803.0|834.932|952.513|839.88|835.877|937.195|968.986
795.0|835.233|952.574|843.647|829.729|943.687|954.049
820.0|832.171|952.611|861.533|831.956|950.575|940.617
830.0|826.056|952.625|891.783|844.708|957.15|929.898
865.0|817.503|952.618|930.544|869.792|962.96|922.78
888.0|807.374|952.594|972.307|906.892|967.47|919.745
950.0|796.694|952.56|1010.754|952.447|970.475|920.843
997.0|786.542|952.519|1039.875|999.753|971.759|925.714
1017.0|777.943|952.476|1055.13|1040.366|971.439|933.656
1028.0|771.769|952.436|1054.372|1066.361|969.765|943.727
1027.0|768.646|952.402|1038.307|1072.68|967.008|954.856
1028.0|768.891|952.378|1010.355|1058.743|963.443|965.951
